hours_studied,attendance_percentage,assignments_completed,previous_exam_score,sleep_hours,extracurricular_hours,tutoring_sessions,parental_support_score,screen_time_hours,motivation_level,class_participation_score,final_marks
1.64,65.0,15,71.96,9.32,3.84,4,8,1.1,6,1,77.61
1.64,87.16,17,44.09,8.65,2.23,8,4,4.71,4,7,82.73
8.15,52.41,15,92.32,8.41,2.36,5,4,7.18,4,7,100.0
6.65,95.14,6,38.04,8.78,3.22,7,2,6.34,2,8,81.77
5.23,92.61,3,30.27,5.62,0.54,0,9,4.37,4,3,70.4
3.59,83.39,7,65.14,9.32,2.18,6,3,3.38,5,1,78.68
8.77,79.66,12,70.82,4.82,4.86,2,4,4.95,5,9,97.94
3.92,94.62,12,70.53,6.02,0.19,8,7,3.55,5,1,100.0
8.17,59.27,16,33.82,7.52,1.58,5,10,1.97,4,6,93.47
4.39,53.95,16,51.98,4.62,1.57,4,8,5.43,1,9,80.99
3.77,61.98,4,64.94,8.38,3.17,7,8,6.99,10,2,79.22
4.63,89.73,5,45.16,6.32,0.53,7,4,2.98,8,4,81.87
3.01,51.73,18,91.08,8.71,3.14,2,7,6.73,3,2,84.67
7.48,79.14,12,36.1,6.96,0.48,1,10,3.45,2,4,77.29
5.03,99.77,13,64.12,5.09,0.47,1,1,3.21,9,2,77.71
2.32,92.78,3,78.4,8.41,3.64,4,6,0.23,7,1,83.79
9.0,76.07,6,48.32,5.51,1.62,6,6,5.56,9,3,96.11
3.84,53.18,7,73.7,6.94,4.89,7,6,6.46,2,8,76.3
5.44,91.57,12,88.06,4.45,0.19,7,2,5.31,9,5,100.0
9.06,79.95,5,43.32,7.71,2.23,7,8,1.21,10,4,95.99
6.24,55.75,5,94.21,8.0,0.57,2,5,0.83,9,5,84.3
1.17,54.69,20,68.75,6.27,1.76,1,5,4.58,9,6,79.21
9.4,95.48,2,50.95,9.73,4.99,3,2,3.21,10,6,88.98
6.28,83.46,2,60.16,9.25,4.44,0,4,3.43,10,5,79.67
3.35,91.46,12,51.85,8.25,0.24,2,9,7.74,4,6,74.85
1.39,93.95,1,80.76,8.28,2.82,8,9,5.79,10,9,86.39
7.94,78.59,15,85.74,5.51,3.24,6,6,3.29,3,5,99.43
6.2,75.87,5,88.31,7.94,1.05,6,9,0.15,6,6,100.0
5.33,71.52,7,99.0,5.19,0.73,0,4,0.27,3,4,83.79
8.94,65.85,7,85.39,4.86,4.52,6,1,5.48,9,3,91.91
7.89,71.73,5,72.1,10.0,4.84,6,2,6.7,3,6,90.94
1.52,88.69,13,53.75,7.73,4.96,3,1,5.66,2,5,68.01
3.12,80.1,2,68.12,6.59,3.95,6,8,3.25,8,4,69.13
2.48,94.63,9,32.87,5.73,3.32,7,9,0.25,6,5,82.97
7.44,72.17,2,82.14,7.62,1.73,2,10,7.74,8,7,94.99
0.34,80.35,11,61.22,4.3,0.86,1,6,7.89,7,1,69.71
5.7,81.57,16,31.4,4.57,0.39,6,2,4.39,3,1,73.71
7.62,79.58,4,34.38,4.2,3.47,4,6,0.57,8,1,85.53
8.77,85.13,19,57.12,7.0,3.92,4,9,4.33,10,2,100.0
3.42,61.87,8,70.84,7.6,4.13,4,3,7.14,1,9,58.2
8.21,75.62,20,62.49,4.37,4.57,6,9,5.44,1,5,93.59
1.11,55.21,19,73.34,8.33,4.4,8,2,5.76,10,9,92.95
8.46,69.23,6,63.62,5.38,5.0,7,5,0.68,8,5,95.95
1.27,74.38,3,76.32,8.11,1.22,5,2,0.85,9,7,79.1
3.97,82.61,12,45.34,9.89,3.82,6,7,1.02,10,6,86.7
7.97,97.53,12,37.9,8.15,2.93,8,10,7.24,6,2,96.15
1.5,80.03,9,71.75,9.3,1.31,5,9,4.21,5,3,81.0
2.29,87.18,17,63.93,9.69,4.91,0,7,6.33,2,5,77.94
7.22,75.31,16,31.88,6.92,4.49,3,5,0.92,9,4,90.89
7.2,81.71,19,56.63,8.21,0.64,7,4,7.42,6,6,100.0
6.41,53.55,19,37.43,9.11,0.13,6,4,6.57,8,8,88.6
6.94,62.72,12,67.19,6.14,3.44,2,10,1.8,9,8,93.12
5.43,68.09,16,57.7,5.57,3.02,2,8,6.99,9,3,94.16
2.52,73.62,3,72.92,9.68,4.68,2,10,2.11,8,4,89.27
3.46,52.28,0,86.39,8.36,1.17,0,10,1.64,10,1,86.24
1.82,57.0,0,50.98,5.32,0.42,0,10,2.11,8,2,61.65
9.08,63.84,14,97.35,6.69,1.3,5,10,7.28,3,9,100.0
5.83,98.58,12,67.49,8.78,0.09,0,10,7.32,3,10,86.88
4.01,66.57,16,73.28,7.28,0.18,4,1,2.63,2,10,83.86
4.62,74.1,7,77.65,7.9,4.57,3,5,5.64,1,2,74.46
9.47,59.8,17,76.67,8.52,1.76,4,2,5.41,4,6,100.0
1.53,80.54,12,65.77,7.73,2.05,6,9,6.45,2,7,80.9
5.86,64.03,13,60.01,7.24,0.09,5,7,2.37,2,6,79.08
5.06,60.35,7,33.76,8.5,1.35,8,10,4.08,5,8,86.63
6.11,75.83,7,31.55,8.37,4.02,5,8,5.34,4,9,85.18
0.18,50.28,14,55.06,7.78,3.08,8,6,0.21,1,8,62.42
8.72,50.38,12,53.36,6.16,3.77,3,9,3.01,9,5,83.16
9.32,60.95,6,57.14,6.43,2.24,0,6,5.57,4,8,82.26
5.65,51.84,4,39.69,9.82,1.55,0,7,2.02,5,10,76.24
6.97,55.4,16,81.67,4.67,2.41,6,7,7.66,7,10,100.0
9.22,66.94,15,89.99,5.61,1.62,2,9,0.24,2,9,100.0
7.07,90.13,1,95.71,6.95,4.19,1,8,7.66,8,8,96.69
1.53,78.6,17,64.47,9.02,1.49,5,1,1.73,2,2,76.88
5.76,75.63,16,79.06,4.98,3.3,5,4,0.39,10,2,100.0
6.07,64.67,6,89.89,5.66,0.68,6,7,2.34,5,3,94.44
4.24,96.59,12,59.28,4.39,3.43,4,8,6.29,2,7,86.76
7.36,69.85,17,51.66,8.24,4.57,7,7,6.02,2,9,85.64
9.34,54.35,13,95.57,5.43,3.04,6,3,1.67,4,8,100.0
9.26,80.85,17,66.1,6.33,2.8,1,4,1.57,4,9,94.51
4.51,55.69,12,64.81,6.66,4.81,0,7,5.14,8,6,80.42
1.13,67.26,10,42.49,9.35,3.14,8,8,3.66,6,1,68.62
9.85,75.37,20,37.57,6.47,1.3,4,7,6.34,10,4,100.0
8.39,93.71,20,88.95,4.87,1.46,4,6,0.19,8,6,100.0
1.25,74.68,15,72.99,7.15,3.53,3,9,4.88,7,6,81.62
9.21,85.11,16,52.81,9.78,3.68,1,9,5.85,10,8,100.0
8.7,99.64,7,43.42,7.65,1.52,4,7,7.95,4,1,80.34
5.19,56.57,18,68.88,9.9,1.73,1,8,5.43,2,2,88.03
5.91,63.74,19,70.87,9.05,4.96,6,6,1.85,9,2,100.0
3.99,69.73,14,44.49,4.22,0.51,8,1,0.87,2,6,78.76
0.55,71.09,8,89.6,7.95,2.02,8,1,5.13,1,7,79.73
3.35,70.55,19,35.9,5.72,0.31,5,6,4.19,8,2,89.55
8.03,95.38,9,54.93,7.36,4.11,0,2,7.19,10,5,100.0
0.05,85.7,11,77.63,5.68,0.46,5,8,5.81,9,6,88.17
3.33,80.4,20,49.19,6.09,3.37,4,1,4.08,1,4,75.3
3.98,65.47,19,87.94,9.54,0.28,3,2,3.23,7,1,91.33
5.37,91.19,0,81.79,5.24,3.36,5,8,3.23,2,3,86.47
9.2,97.75,19,85.23,9.24,4.22,5,6,1.81,6,10,100.0
3.46,91.06,8,38.34,4.18,1.99,5,10,0.14,5,9,77.27
3.47,50.08,14,39.84,4.55,2.61,1,2,4.6,1,6,60.36
7.38,81.82,0,50.05,9.13,2.01,6,2,1.7,2,2,79.7
4.52,52.56,11,66.27,7.78,1.5,3,7,1.67,2,9,74.52
2.25,62.88,2,82.36,8.48,4.02,8,5,1.0,10,4,85.08
4.52,52.98,10,88.56,5.26,1.36,1,5,1.52,10,8,91.42
1.41,80.19,1,79.3,7.22,3.61,4,8,0.25,6,10,81.19
1.76,84.33,15,95.0,8.42,1.03,3,7,5.39,1,7,85.04
4.98,55.72,8,81.71,7.76,1.25,8,9,3.21,4,3,79.79
4.19,69.19,14,51.44,6.83,1.68,3,4,4.49,10,8,82.54
9.15,72.81,11,48.56,9.76,2.95,7,10,5.1,5,4,92.77
3.62,68.45,0,78.73,8.06,2.27,7,4,7.78,2,2,71.31
5.81,56.05,12,43.5,9.45,3.73,5,2,0.55,2,5,75.56
6.32,70.95,13,36.49,8.38,1.07,5,3,3.34,7,1,81.9
0.13,87.56,7,67.26,8.41,0.05,7,1,1.97,7,8,73.05
6.64,53.55,7,87.51,4.48,3.88,8,1,3.81,6,8,86.24
1.78,54.01,11,37.1,6.16,4.11,4,7,7.36,1,3,49.66
9.61,67.74,0,85.43,9.15,0.3,0,5,5.79,3,1,84.53
1.49,97.09,10,86.81,5.4,3.05,0,3,5.3,9,4,82.52
4.15,83.43,7,63.76,4.69,1.89,1,7,3.53,10,9,89.14
0.85,83.93,9,34.01,5.96,3.97,4,2,5.37,1,9,61.85
9.97,68.1,18,42.22,5.32,4.37,3,3,0.26,2,1,81.04
5.02,79.68,10,79.52,9.55,4.26,0,1,4.69,8,7,84.38
5.95,50.51,6,79.82,9.21,3.89,3,8,4.43,7,6,87.86
0.67,81.8,10,92.88,7.0,1.35,3,2,2.77,9,7,87.7
7.5,95.66,16,70.79,4.37,4.06,3,7,1.61,10,7,100.0
2.1,80.63,0,38.69,8.29,2.67,0,9,6.46,4,8,58.19
8.98,93.68,20,38.5,7.74,0.26,8,6,0.43,4,8,100.0
2.05,86.2,20,80.48,9.82,2.28,2,2,0.56,7,10,90.92
1.91,56.03,7,42.86,7.35,4.71,3,2,3.52,1,2,53.22
0.37,95.12,5,52.99,6.02,4.44,4,9,2.02,10,4,76.59
4.72,53.32,17,64.1,7.11,0.51,6,10,5.96,9,4,86.85
5.65,76.7,5,31.73,9.88,3.72,5,8,5.07,2,10,63.87
0.66,57.11,4,47.42,8.18,4.03,4,9,6.18,1,8,49.3
7.76,50.59,12,58.55,8.03,1.36,7,4,2.6,7,3,96.69
4.53,71.1,18,49.57,5.44,2.36,0,4,5.92,6,3,81.84
5.24,64.75,7,39.55,8.46,3.55,6,2,6.9,3,2,64.06
4.41,74.3,8,80.96,8.5,2.2,5,10,2.76,1,1,82.09
4.01,78.86,16,86.92,5.9,0.56,4,1,2.72,5,8,91.44
5.6,52.19,2,48.02,6.9,3.53,6,10,7.2,10,9,79.33
1.55,56.15,18,84.21,5.77,4.56,2,4,0.4,4,9,80.52
1.82,77.93,10,56.99,5.55,3.26,0,10,2.8,5,8,82.6
8.62,67.16,16,65.47,4.16,3.87,8,10,0.95,1,5,93.63
9.46,86.46,20,89.92,5.71,1.79,1,8,0.23,1,1,100.0
3.73,82.61,18,82.5,7.32,0.92,2,2,0.9,5,9,100.0
2.71,92.28,1,86.36,4.01,3.21,7,8,3.45,6,6,90.95
6.44,84.62,7,39.58,5.7,1.64,8,1,5.5,5,7,75.33
4.09,71.5,18,34.88,9.29,4.3,2,1,2.31,2,8,64.62
0.25,83.65,6,92.54,7.56,0.61,5,4,6.8,9,5,85.67
1.56,63.77,16,57.15,7.65,2.17,6,7,3.5,5,6,80.24
7.16,65.32,5,50.15,6.42,1.98,0,9,7.75,5,7,82.18
6.59,89.45,18,80.73,8.06,4.69,6,5,7.63,10,7,100.0
0.27,72.32,5,88.55,5.14,0.77,3,2,6.19,9,2,69.59
2.22,89.92,1,90.37,8.91,0.05,4,7,7.46,3,1,74.06
2.31,91.12,5,52.12,4.7,1.19,7,2,5.66,5,8,66.97
6.72,92.88,4,89.65,7.94,4.1,3,9,7.16,5,5,97.3
0.2,95.83,18,32.87,6.05,1.05,3,9,1.89,2,10,67.66
1.04,71.55,19,33.48,8.49,1.2,7,3,2.76,4,2,74.0
8.0,65.94,3,73.65,7.3,0.65,4,8,6.02,2,3,86.42
1.79,79.11,16,34.42,6.71,3.58,5,4,3.4,5,6,74.52
6.53,68.56,10,52.72,5.02,0.35,4,3,6.7,10,10,83.29
2.38,80.05,3,77.09,7.82,1.66,0,1,7.02,2,6,64.23
0.99,85.28,12,53.61,9.85,1.41,6,5,2.4,10,8,85.35
2.43,84.42,19,42.57,8.95,2.78,5,4,6.59,9,5,85.39
7.22,68.73,16,49.69,4.36,3.65,1,1,1.23,10,5,91.17
8.56,58.34,8,62.03,6.26,2.66,6,10,2.67,6,7,93.25
8.3,71.53,3,63.28,9.55,4.66,5,8,4.14,8,10,94.89
3.97,57.13,13,84.81,7.02,4.76,4,8,1.81,9,5,97.28
6.68,94.5,18,82.51,7.97,1.81,7,8,4.63,8,9,100.0
2.05,67.29,2,61.98,9.48,3.89,4,3,4.63,5,6,61.94
2.93,57.72,13,89.2,9.24,3.69,1,6,1.66,5,7,86.22
8.96,51.27,7,38.0,7.01,4.46,5,7,6.37,6,8,85.84
0.13,82.29,0,47.87,6.63,2.24,0,9,5.05,1,5,45.0
0.86,81.85,9,87.96,6.04,2.65,4,5,2.54,8,4,93.5
2.08,67.03,17,56.46,8.31,2.08,5,9,1.86,2,8,74.91
0.27,53.59,15,98.68,5.72,4.25,6,6,7.03,6,10,94.76
1.81,70.48,7,62.64,5.5,1.15,1,10,6.69,9,9,83.4
5.83,65.56,0,85.44,6.14,1.2,0,10,1.84,3,1,69.45
4.21,83.86,11,58.16,5.06,1.86,5,10,0.28,2,3,74.5
8.93,80.29,7,59.75,8.17,1.15,2,4,6.44,10,4,98.31
8.17,68.23,15,56.8,7.7,2.81,4,1,4.92,5,7,89.66
3.42,60.89,17,80.34,6.9,0.67,1,1,0.81,9,6,84.95
2.59,99.4,3,68.33,6.34,1.6,0,10,4.7,6,10,91.39
3.8,72.7,5,96.06,9.45,4.57,0,5,3.62,8,10,84.9
5.9,84.41,11,47.56,4.17,2.05,3,3,6.2,8,1,75.72
2.68,57.03,8,37.04,8.61,3.74,1,5,1.67,7,4,58.62
6.24,74.28,14,57.53,9.41,0.57,0,5,3.63,5,6,73.18
4.09,51.38,15,73.17,6.68,1.24,5,1,1.25,2,3,77.95
5.52,75.27,11,90.26,7.3,4.04,3,8,7.66,10,2,93.64
4.36,98.2,13,54.23,9.67,3.81,6,5,6.23,10,2,97.35
2.94,69.21,12,75.77,5.27,1.93,5,5,5.89,5,10,90.51
9.48,51.95,1,54.51,7.12,4.77,4,9,5.52,7,4,83.27
7.64,51.55,2,73.21,6.85,4.55,1,8,3.39,7,1,80.11
1.4,69.4,9,91.94,5.55,4.81,4,1,7.39,2,10,75.78
8.68,58.0,8,46.2,8.91,2.14,8,3,0.58,7,2,84.47
4.87,51.17,19,58.3,9.4,0.99,8,7,6.43,6,10,92.39
8.95,87.81,7,99.53,8.69,3.13,1,1,1.72,7,2,100.0
8.0,72.93,9,90.8,5.17,3.42,6,1,2.59,8,4,100.0
4.25,64.46,18,69.52,4.52,0.63,3,5,4.16,4,4,85.16
0.22,95.0,2,66.16,7.63,3.93,2,9,6.26,1,1,62.8
2.69,55.81,4,49.92,4.34,0.09,0,6,6.71,8,7,61.66
5.42,97.8,2,66.2,8.04,2.41,2,10,4.67,8,7,92.25
6.33,65.7,15,89.37,7.18,1.66,8,2,3.22,3,10,100.0
2.58,94.42,16,77.96,7.98,3.7,8,9,7.57,3,10,88.67
1.39,80.15,14,50.3,7.54,1.56,6,6,1.97,5,10,86.88
8.35,91.34,2,44.1,6.54,4.13,2,5,6.42,3,1,77.08
9.84,99.2,11,48.56,5.21,2.97,2,5,4.9,5,8,93.43
5.26,64.42,8,41.88,5.83,3.97,3,3,3.02,8,10,83.11
1.72,98.06,20,36.69,7.15,4.95,6,6,0.01,1,7,69.09
2.72,69.47,11,59.34,7.91,3.4,6,4,3.57,2,7,76.62
0.18,69.28,14,37.93,8.68,4.92,1,10,2.21,2,6,61.53
9.14,67.02,1,42.03,8.6,0.14,4,2,0.83,4,4,75.3
1.18,77.07,17,68.31,9.84,1.69,6,3,0.6,9,8,93.6
5.77,57.71,19,41.52,5.72,0.54,6,9,2.78,2,2,84.06
2.74,77.69,11,34.47,4.43,1.31,5,9,4.92,9,7,68.81
5.54,77.09,3,52.22,6.07,4.19,7,6,6.7,7,3,82.78
6.51,88.1,15,45.42,8.46,0.16,2,10,1.47,10,3,96.48
8.3,91.68,15,66.07,6.63,2.6,0,10,3.4,8,7,100.0
2.06,72.02,0,37.17,8.91,2.84,2,9,3.14,1,3,54.84
0.11,65.12,1,82.62,7.3,2.81,1,4,4.11,5,5,59.85
1.37,62.97,2,93.44,9.58,2.38,1,5,6.48,9,8,77.94
9.0,59.73,20,82.04,9.69,3.95,1,10,4.43,4,4,100.0
8.74,52.88,19,67.3,4.42,0.67,4,6,6.77,2,7,100.0
5.97,67.12,16,90.25,6.74,1.55,0,9,4.15,6,7,94.83
6.01,63.51,19,78.64,7.66,3.08,3,5,4.83,2,2,87.09
6.65,98.32,20,30.74,5.54,3.45,4,8,3.5,3,8,84.54
1.75,77.89,0,57.59,6.44,2.02,1,1,6.58,8,10,65.11
9.14,67.36,19,89.57,8.07,4.38,4,5,7.39,3,10,100.0
4.19,79.02,5,54.21,5.36,2.08,3,10,5.11,2,9,72.38
3.83,56.96,14,32.47,7.61,2.01,7,1,6.57,6,6,77.83
5.19,72.2,13,82.23,8.18,0.18,0,10,0.47,3,5,88.45
0.47,81.31,19,86.14,4.54,2.76,4,6,7.25,1,1,76.79
1.66,74.44,14,41.24,6.99,3.54,0,7,1.51,3,1,59.62
7.38,70.09,13,67.61,5.58,0.57,3,5,2.05,6,9,95.47
0.83,99.69,20,43.44,8.35,1.53,7,1,0.43,3,4,93.99
6.03,94.02,4,80.35,5.14,3.91,0,6,7.72,9,1,77.8
2.45,81.17,5,49.01,9.35,1.83,1,10,6.82,7,10,78.69
3.89,78.47,16,52.14,6.59,1.21,0,5,7.31,5,3,87.51
2.89,81.03,10,89.15,5.19,3.36,6,6,6.78,2,6,90.53
3.56,60.07,15,63.34,6.63,0.98,1,10,3.84,9,8,88.76
7.19,69.76,11,76.88,6.45,4.48,0,7,7.39,5,10,86.3
2.97,51.97,14,58.17,6.57,0.53,5,7,7.76,7,2,81.74
5.66,73.78,3,50.86,7.51,3.53,5,2,4.02,9,8,85.56
4.76,77.15,17,73.78,7.13,2.5,1,3,1.4,4,1,77.87
6.64,61.39,20,40.84,4.9,4.35,0,6,5.27,9,2,80.7
9.37,98.2,2,56.11,4.39,0.63,2,3,7.8,1,8,76.68
7.33,95.47,7,44.63,8.38,3.39,4,2,6.98,6,7,71.4
2.15,86.11,2,78.71,7.36,2.86,5,4,6.89,2,5,65.48
0.31,76.67,7,96.09,6.15,2.4,2,5,7.47,8,10,83.59
2.62,93.5,17,99.69,8.85,2.46,8,10,7.15,5,2,100.0
5.95,56.53,9,61.52,6.33,3.61,4,9,6.21,3,9,79.86
0.51,89.53,19,47.68,8.78,4.69,1,3,5.75,2,5,74.79
4.96,56.24,16,61.0,5.83,0.46,5,3,2.12,8,8,95.5
5.97,89.71,7,89.31,4.44,0.1,7,6,4.97,7,4,100.0
3.34,63.79,10,44.42,9.6,4.03,5,5,4.17,9,9,78.55
7.71,93.85,4,96.65,6.37,0.54,3,6,6.9,8,10,100.0
1.07,97.2,12,53.93,8.76,4.93,5,7,3.93,4,7,79.4
0.75,57.44,20,99.01,5.67,3.1,7,3,1.02,2,2,77.64
7.28,73.13,4,88.7,7.88,3.25,7,5,0.04,2,3,91.44
4.95,99.05,12,86.6,9.24,0.99,1,8,5.42,2,2,96.4
6.88,74.17,5,52.25,4.25,1.2,7,4,4.4,6,5,89.34
4.35,93.18,4,30.61,8.98,3.3,5,10,2.65,7,2,80.53
2.46,79.44,8,56.75,7.43,4.55,1,2,1.35,6,5,71.75
8.19,68.77,15,51.13,7.64,4.91,0,4,3.73,2,9,92.16
7.99,64.29,1,32.62,7.14,0.99,5,2,0.8,4,2,70.07
6.95,60.16,0,65.38,9.25,0.67,6,3,2.69,3,9,80.68
2.72,88.09,7,58.21,4.26,0.28,4,4,3.03,4,7,82.63
5.9,69.33,18,74.42,5.57,4.34,7,4,3.72,5,7,100.0
3.61,75.56,10,73.48,9.25,1.47,8,10,3.73,7,5,100.0
0.92,74.62,11,38.45,8.51,0.01,3,9,2.06,9,8,70.42
9.17,78.86,11,98.39,4.11,1.12,6,10,6.8,2,7,100.0
1.37,93.28,6,43.09,7.1,1.7,7,6,2.84,8,6,72.81
9.5,99.04,12,61.17,7.18,4.95,5,9,1.84,3,2,100.0
4.46,70.38,7,64.17,6.41,2.62,1,4,1.41,9,6,90.46
1.85,91.38,8,86.91,5.78,1.02,6,9,2.58,10,2,89.22
5.42,88.23,6,36.95,8.09,1.67,8,9,0.54,4,1,85.11
8.73,78.68,20,60.01,5.25,1.65,4,6,0.26,3,9,99.16
7.32,97.8,14,74.0,8.79,0.1,1,5,4.84,10,5,100.0
8.07,60.02,1,45.06,8.82,0.68,3,3,4.95,6,10,70.03
6.59,55.46,19,73.92,6.49,3.48,2,5,4.24,10,10,100.0
6.92,92.7,11,94.66,5.7,0.6,3,3,6.1,9,4,100.0
8.49,71.96,0,99.83,5.7,1.15,6,5,0.31,7,8,100.0
2.5,92.35,7,32.27,6.89,1.75,7,5,7.49,4,5,63.38
4.89,94.65,4,46.49,8.32,3.79,0,2,0.76,3,7,65.94
2.21,53.12,14,51.72,6.15,2.91,7,9,5.39,10,3,85.76
9.88,94.17,0,57.94,7.66,3.44,4,7,1.07,4,8,100.0
9.44,72.42,0,46.96,6.29,2.84,6,6,7.04,3,8,86.36
0.39,75.52,9,44.24,5.83,3.42,0,5,4.09,3,3,59.22
7.06,81.33,9,96.82,4.15,0.01,1,4,0.66,9,9,99.36
9.25,96.32,20,94.3,4.02,4.65,0,8,4.93,4,8,100.0
1.81,50.96,14,33.29,5.36,0.55,4,2,0.07,9,1,59.96
5.68,73.84,16,53.72,6.44,2.03,5,8,6.21,10,8,95.61
9.15,84.39,5,58.36,9.11,3.86,8,1,5.2,5,4,89.23
0.34,86.14,2,46.73,8.79,2.18,7,10,1.7,7,6,74.18
6.97,84.63,12,74.02,5.6,4.73,6,1,3.0,5,10,100.0
2.97,56.72,15,74.83,5.47,2.34,4,3,0.06,1,9,78.03
9.24,64.97,7,89.54,5.36,4.37,2,5,5.55,2,5,86.67
9.71,67.94,14,81.86,6.04,4.05,8,6,2.58,5,7,100.0
9.44,90.22,16,67.98,6.99,4.9,4,4,4.57,6,1,100.0
4.74,63.94,16,75.75,6.63,4.63,2,7,7.65,7,9,92.41
8.62,60.54,12,49.18,5.31,4.49,2,7,2.4,2,6,80.31
8.45,97.87,16,71.51,4.78,3.66,2,2,7.92,10,4,100.0
3.19,50.44,5,64.25,4.08,1.83,5,2,5.06,9,6,66.05
8.29,99.89,16,39.33,4.92,0.53,0,2,1.94,6,5,94.95
0.37,83.84,15,46.98,8.23,3.44,3,2,3.49,2,3,63.29
5.96,91.42,13,50.42,5.46,4.89,7,9,5.92,2,7,85.63
2.3,64.73,12,94.7,6.81,3.63,2,5,3.57,3,3,82.07
1.21,50.72,5,46.13,7.55,4.64,4,8,0.55,1,2,48.19
0.77,86.89,2,50.25,9.32,4.02,1,5,1.35,9,4,62.47
6.96,91.71,13,55.85,9.33,0.82,1,5,6.33,10,7,92.96
3.4,87.02,13,76.46,8.47,1.25,6,1,5.19,4,5,79.71
7.25,57.14,14,38.28,4.21,1.71,2,6,4.56,5,9,82.92
0.65,87.67,7,96.78,7.45,0.84,4,4,1.34,7,10,97.5
3.15,88.45,14,90.59,8.72,2.91,2,3,6.7,1,7,84.9
5.39,82.93,12,70.41,4.1,4.88,5,6,7.69,3,9,84.74
7.91,88.31,16,77.18,7.3,3.81,2,2,0.33,3,9,93.97
3.19,92.3,20,31.17,9.15,2.12,7,8,0.62,2,2,71.88
6.26,80.68,2,53.73,6.84,0.02,1,1,7.08,8,1,75.49
8.86,54.43,5,85.7,4.02,1.57,2,9,6.52,5,4,79.76
6.16,74.38,4,35.42,4.07,2.63,7,8,4.94,1,4,62.84
2.33,53.88,16,49.76,6.5,1.62,7,1,7.56,2,2,65.3
0.24,70.38,1,70.97,4.93,0.56,0,10,5.17,1,3,55.3
8.7,70.36,14,47.95,7.99,2.21,7,9,1.73,6,3,100.0
0.21,53.3,4,95.38,8.25,1.27,1,2,5.83,9,5,70.66
8.75,67.44,19,39.17,5.07,4.55,6,3,5.17,7,1,87.62
5.29,55.55,5,85.82,9.33,0.51,5,2,7.89,5,9,79.6
9.39,90.41,5,65.56,6.65,0.25,1,8,1.71,3,8,93.2
7.99,97.38,17,82.52,4.86,0.03,4,2,4.78,8,8,100.0
9.98,53.62,17,51.75,8.59,1.64,6,10,6.24,10,3,95.69
3.51,97.76,3,66.01,8.74,3.3,7,2,2.71,4,2,74.61
7.67,76.13,16,89.98,7.84,3.65,2,1,3.04,9,1,100.0
4.02,64.98,13,62.68,9.12,2.27,0,7,7.1,5,6,74.91
4.8,53.84,13,55.18,8.42,3.42,6,2,3.23,6,10,82.07
6.28,75.03,12,67.53,9.29,1.8,4,10,5.0,5,1,95.17
8.74,89.73,6,80.22,6.6,3.34,4,5,7.11,10,5,100.0
9.84,85.35,11,61.05,8.49,0.2,6,5,1.68,7,9,100.0
7.68,52.51,14,95.72,10.0,1.95,0,3,7.86,7,9,92.88
4.18,53.65,18,50.65,8.35,3.95,7,3,5.62,1,4,71.86
4.21,70.14,10,63.28,4.69,4.02,4,3,3.97,2,7,80.53
7.38,64.76,14,82.98,7.11,3.58,7,6,3.45,7,7,97.48
2.39,61.62,11,78.24,7.52,1.02,4,4,7.63,8,4,74.59
1.1,64.05,2,90.45,5.05,1.24,6,3,1.65,4,5,69.08
3.55,90.17,16,99.78,9.78,4.98,2,2,2.49,6,9,100.0
2.87,96.46,2,59.88,5.05,0.52,1,3,2.46,10,7,73.43
2.96,70.26,18,37.78,5.07,0.9,5,4,2.31,3,7,80.02
2.34,95.31,19,32.13,9.49,0.65,4,6,3.75,7,10,87.84
0.42,66.07,3,80.88,6.79,1.64,8,4,7.91,3,7,63.53
0.18,73.82,2,91.18,4.38,1.05,3,8,7.11,7,9,90.52
9.88,61.3,15,45.45,7.59,2.49,2,3,2.62,8,5,94.32
4.28,82.02,11,41.09,7.61,2.38,8,3,3.38,3,6,80.18
3.84,98.95,7,34.35,4.39,4.51,7,3,5.36,2,3,69.43
6.8,80.17,16,87.59,9.84,0.17,5,8,0.14,6,1,100.0
2.18,67.89,6,51.8,7.26,1.6,0,4,6.56,4,2,67.4
9.5,82.39,10,58.12,7.36,2.98,0,1,7.04,8,8,100.0
7.86,56.15,17,65.19,7.12,3.02,5,2,6.86,2,1,79.44
0.89,94.43,0,88.76,7.66,2.4,2,10,3.0,4,10,91.8
4.18,75.15,2,75.56,5.59,4.08,2,2,3.7,2,7,66.91
8.79,72.47,3,73.05,5.72,0.31,5,3,0.1,2,5,90.07
9.45,79.29,12,42.3,7.07,4.08,2,6,3.2,2,6,79.44
4.67,81.24,5,65.92,8.84,2.47,5,8,3.68,1,8,87.42
6.13,53.59,13,80.08,4.3,0.67,4,1,7.26,4,4,80.93
1.67,84.13,4,98.13,7.62,4.43,3,9,7.15,2,6,74.13
9.91,62.1,15,44.1,8.84,3.25,7,1,7.73,9,3,100.0
2.32,85.7,14,30.67,4.94,0.82,1,10,7.08,9,7,82.93
9.43,91.13,14,35.27,4.09,0.17,6,2,0.07,7,2,100.0
6.5,90.2,3,56.31,5.88,0.71,3,3,5.13,6,8,75.82
6.08,77.63,7,87.44,7.53,3.04,1,7,0.55,3,7,99.73
5.13,76.01,15,30.5,4.83,0.9,6,9,2.18,7,8,85.89
2.31,57.14,15,61.97,6.56,1.13,0,3,4.63,1,2,72.37
